Организация;Партнер;ИНН;КПП;ТС;ГосНомер;ИД;Активно;ОкончаниеНачисления;НомерНачисления;ДатаНачисления;Сумманачисления;НомерСчета;ДатаСчет;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000556;20354000556;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000552;20354000552;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000557;20354000557;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000553;20354000553;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000558;20354000558;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000538;20354000538;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000537;20354000537;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000542;20354000542;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000541;20354000541;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000535;20354000535;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000536;20354000536;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000540;20354000540;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000539;20354000539;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000464;20354000464;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000463;20354000463;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000467;20354000467;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000468;20354000468;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000466;20354000466;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000470;20354000470;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000635;20354000635;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000469;20354000469;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;T6090 2770УВ26  ;2770УВ26  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;6150M 6844СУ26  ;6844СУ26  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;T6090 2769УВ26  ;2769УВ26  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;9510RT 2784СМ26  ;2784СМ26  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;T6090 6847СУ26  ;6847СУ26  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2605800239;260501001;9510RT 2785СМ26  ;2785СМ26  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2605800239;260501001;6150M 6164СУ26  ;6164СУ26  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2605800239;260501001;6150M 6843СУ26  ;6843СУ26  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;6150M 6163СУ26  ;6163СУ26  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;6150M 6162СУ26  ;6162СУ26  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;T9.505 5974СМ26  ;5974СМ26  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;T9.615 7695СМ26  ;7695СМ26  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;T8.390 6845СУ26  ;6845СУ26  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;9460R 6849СУ26  ;6849СУ26  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;TJ430 6161СУ26  ;6161СУ26  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;T9.615 7694СМ26  ;7694СМ26  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2605800239;260501001;TJ380 5135УР26  ;5135УР26  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000723;20354000723;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20254000880;20254000880;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000650;20354000650;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000649;20354000649;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000646;20354000646;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000645;20354000645;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000698;20354000698;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000697;20354000697;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000696;20354000696;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000695;20354000695;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000699;20354000699;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000701;20354000701;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000702;20354000702;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000700;20354000700;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20254000882;20254000882;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20254000875;20254000875;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20254000876;20254000876;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20254000879;20254000879;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000590;20354000590;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000583;20354000583;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000585;20354000585;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000584;20354000584;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000586;20354000586;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000588;20354000588;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000589;20354000589;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000587;20354000587;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000394;20354000394;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000393;20354000393;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000390;20354000390;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000465;20354000465;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000392;20354000392;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000388;20354000388;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000387;20354000387;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000490;20354000490;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000494;20354000494;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000489;20354000489;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000488;20354000488;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000487;20354000487;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000492;20354000492;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000491;20354000491;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000624;20354000624;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000628;20354000628;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000389;20354000389;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000743;20354000743;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000747;20354000747;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000744;20354000744;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000748;20354000748;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000745;20354000745;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000746;20354000746;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000722;20354000722;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000749;20354000749;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000750;20354000750;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000726;20354000726;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000721;20354000721;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000725;20354000725;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000720;20354000720;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000719;20354000719;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000724;20354000724;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000711;20354000711;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000715;20354000715;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000712;20354000712;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000716;20354000716;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000713;20354000713;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000714;20354000714;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000717;20354000717;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000718;20354000718;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000641;20354000641;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000637;20354000637;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000642;20354000642;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000638;20354000638;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000643;20354000643;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000644;20354000644;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000639;20354000639;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000640;20354000640;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000652;20354000652;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000651;20354000651;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000648;20354000648;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Пер-ый Блок 20354000647;20354000647;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;Бюллер 4681УА;4681УА;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;65111 р122на 26  ;р122на 26  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;МТЗ-82 4626УА26  ;4626УА26  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;65111 т068рт 26  ;т068рт 26  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;65111 р360ув 26  ;р360ув 26  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;65111 р411см 26  ;р411см 26  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;65111 в939кт 26  ;в939кт 26  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;65111 х908вн 26  ;х908вн 26  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;65111 н907ех 26  ;н907ех 26  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;65111 м686не 05  ;м686не 05  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;65111 н259ну 05  ;н259ну 05  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;65111 к358му 05  ;к358му 05  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;65111 а748см 09  ;а748см 09  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;МТЗ-80 3820СУ26  ;3820СУ26  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Моя Мечта;2616006525;261601001;65111 р386уе 26  ;р386уе 26  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Боснис;2635078885;261501001;Камаз 6460 о651тх26   ;о651тх26   ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Боснис;2635078885;261501001;Камаз 6460 в484нм126  ;в484нм126  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Боснис;2635078885;261501001;Камаз 6460 в483нм126  ;в483нм126  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Боснис;2635078885;261501001;Камаз 6460 в485нм126  ;в485нм126  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Боснис;2635078885;261501001;Камаз 6460 о653тх26   ;о653тх26   ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Боснис;2635078885;261501001;Камаз 6460 в543нм126  ;в543нм126  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Боснис;2635078885;261501001;Камаз 6460 о654тх26   ;о654тх26   ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Боснис;2635078885;261501001;Камаз 6460 в544нм126  ;в544нм126  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Боснис;2635078885;261501001;Камаз 6460 о652тх26   ;о652тх26   ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Боснис;2635078885;261501001;JCB Погрузчик 0826см26  ;0826см26  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Боснис;2635078885;261501001;JCB Погрузчик 0825см26  ;0825см26  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Боснис;2635078885;261501001;JCB Погрузчик 0823см26  ;0823см26  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Боснис;2635078885;261501001;Камаз 6460 о646тх26   ;о646тх26   ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Боснис;2635078885;261501001;JCB Погрузчик 0824см26  ;0824см26  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Боснис;2635078885;261501001;541-70 AGRI 3514УВ26  ;3514УВ26  ;;Да;01.01.0001 0:00:00;;;0;;;
Нави Групп Краснодар;Волма Майкоп;0104014015;010401001;LIBHERR 0865      ;0865      ;;Нет;01.06.2020 0:00:00;;;0;;;
Нави Групп Краснодар;Краснодарнефтегеофизика;2308024537;230801001;ГАЗ 66 А730ОВ93   ;А730ОВ93   ;;Нет;01.06.2020 0:00:00;;;0;;;
Нави Групп Краснодар;Краснодарнефтегеофизика;2308024537;230801001;Нефаз Е855ХМ199  ;Е855ХМ199  ;;Нет;01.06.2020 0:00:00;;;0;;;
Нави Групп Краснодар;Краснодарнефтегеофизика;2308024537;230801001;УАЗ А403АМ23   ;А403АМ23   ;;Нет;01.06.2020 0:00:00;;;0;;;
Нави Групп Краснодар;Краснодарнефтегеофизика;2308024537;230801001;ГАЗ 66 Т512РА93   ;Т512РА93   ;;Нет;01.06.2020 0:00:00;;;0;;;
Нави Групп Краснодар;Краснодарнефтегеофизика;2308024537;230801001;Егерь Н519НТ123  ;Н519НТ123  ;;Нет;01.06.2020 0:00:00;;;0;;;
Нави Групп Краснодар;Краснодарнефтегеофизика;2308024537;230801001;Нива Р685ВТ123 ;Р685ВТ123 ;;Нет;01.06.2020 0:00:00;;;0;;;
Нави Групп Краснодар;Краснодарнефтегеофизика;2308024537;230801001;УРАЛ А227РМ123  ;А227РМ123  ;;Нет;01.06.2020 0:00:00;;;0;;;
Нави Групп Краснодар;Краснодарнефтегеофизика;2308024537;230801001;Камаз Н900АР123  ;Н900АР123  ;;Нет;01.06.2020 0:00:00;;;0;;;
Нави Групп Краснодар;Краснодарнефтегеофизика;2308024537;230801001;Камаз А429КК123  ;А429КК123  ;;Нет;01.06.2020 0:00:00;;;0;;;
Нави Групп Краснодар;Краснодарнефтегеофизика;2308024537;230801001;Камаз Н426РР123  ;Н426РР123  ;;Нет;01.06.2020 0:00:00;;;0;;;
Нави Групп Краснодар;Краснодарнефтегеофизика;2308024537;230801001;УРАЛ а226рм123  ;а226рм123  ;;Нет;01.06.2020 0:00:00;;;0;;;
Нави Групп Краснодар;Краснодарнефтегеофизика;2308024537;230801001;УРАЛ м981то93   ;м981то93   ;;Нет;01.06.2020 0:00:00;;;0;;;
Нави Групп Краснодар;Краснодарнефтегеофизика;2308024537;230801001;Камаз а428кк123  ;а428кк123  ;;Нет;01.06.2020 0:00:00;;;0;;;
Нави Групп Краснодар;Краснодарнефтегеофизика;2308024537;230801001;Камаз н231оо123  ;н231оо123  ;;Нет;01.06.2020 0:00:00;;;0;;;
Нави Групп Краснодар;Краснодарнефтегеофизика;2308024537;230801001;УРАЛ м830то93   ;м830то93   ;;Нет;01.06.2020 0:00:00;;;0;;;
Нави Групп Краснодар;Краснодарнефтегеофизика;2308024537;230801001;ГАЗ 66 А864РН93   ;А864РН93   ;;Нет;01.06.2020 0:00:00;;;0;;;
Нави Групп Краснодар;Краснодарнефтегеофизика;2308024537;230801001;ГАЗ 66 К234ВА93   ;К234ВА93   ;;Нет;01.06.2020 0:00:00;;;0;;;
Нави Групп Краснодар;Краснодарнефтегеофизика;2308024537;230801001;131 А458НС93   ;А458НС93   ;;Нет;01.06.2020 0:00:00;;;0;;;
Нави Групп Краснодар;Краснодарнефтегеофизика;2308024537;230801001;5312 У375ХЕ93   ;У375ХЕ93   ;;Нет;01.06.2020 0:00:00;;;0;;;
Нави Групп Краснодар;Краснодарнефтегеофизика;2308024537;230801001;3897 У910НО123  ;У910НО123  ;;Нет;01.06.2020 0:00:00;;;0;;;
Нави Групп Краснодар;Краснодарнефтегеофизика;2308024537;230801001;ГАЗ 66 Е766МУ93   ;Е766МУ93   ;;Нет;01.06.2020 0:00:00;;;0;;;
Нави Групп Краснодар;Краснодарнефтегеофизика;2308024537;230801001;ГАЗ 66 К238ВА93   ;К238ВА93   ;;Нет;01.06.2020 0:00:00;;;0;;;
Нави Групп Краснодар;Краснодарнефтегеофизика;2308024537;230801001;ГАЗ 66 Е769МУ93   ;Е769МУ93   ;;Нет;01.06.2020 0:00:00;;;0;;;
Нави Групп Краснодар;Краснодарнефтегеофизика;2308024537;230801001;ГАЗ 66 А045НХ93   ;А045НХ93   ;;Нет;01.06.2020 0:00:00;;;0;;;
Нави Групп Краснодар;Краснодарнефтегеофизика;2308024537;230801001;ГАЗ 66 А861НН93   ;А861НН93   ;;Нет;01.06.2020 0:00:00;;;0;;;
Нави Групп Краснодар;Краснодарнефтегеофизика;2308024537;230801001;МАЗ Р409ВТ123  ;Р409ВТ123  ;;Нет;01.06.2020 0:00:00;;;0;;;
Нави Групп Краснодар;Краснодарнефтегеофизика;2308024537;230801001;УРАЛ А122АР702  ;А122АР702  ;;Нет;01.06.2020 0:00:00;;;0;;;
Нави Групп Краснодар;Краснодарнефтегеофизика;2308024537;230801001;ЗИЛ Х072СК23   ;Х072СК23   ;;Нет;01.06.2020 0:00:00;;;0;;;
Нави Групп Краснодар;Краснодарнефтегеофизика;2308024537;230801001;УРАЛ Р197ВТ123  ;Р197ВТ123  ;;Нет;01.06.2020 0:00:00;;;0;;;
Нави Групп Краснодар;Краснодарнефтегеофизика;2308024537;230801001;УАЗ Е043СТ23   ;Е043СТ23   ;;Нет;01.06.2020 0:00:00;;;0;;;
Нави Групп Краснодар;Краснодарнефтегеофизика;2308024537;230801001;Егерь О829УТ93   ;О829УТ93   ;;Нет;01.06.2020 0:00:00;;;0;;;
Нави Групп Краснодар;Краснодарнефтегеофизика;2308024537;230801001;УАЗ Р481АВ123  ;Р481АВ123  ;;Нет;01.06.2020 0:00:00;;;0;;;
Нави Групп Краснодар;Краснодарнефтегеофизика;2308024537;230801001;ГАЗ 66 У376ХЕ93   ;У376ХЕ93   ;;Нет;01.06.2020 0:00:00;;;0;;;
Нави Групп Краснодар;Краснодарнефтегеофизика;2308024537;230801001;Камаз К294ХА93   ;К294ХА93   ;;Нет;01.06.2020 0:00:00;;;0;;;
Нави Групп Краснодар;Краснодарнефтегеофизика;2308024537;230801001;ГАЗ 66 К229ВУ93   ;К229ВУ93   ;;Нет;01.06.2020 0:00:00;;;0;;;
Нави Групп Краснодар;Краснодарнефтегеофизика;2308024537;230801001;Камаз А169АС702  ;А169АС702  ;;Нет;01.06.2020 0:00:00;;;0;;;
Нави Групп Краснодар;Краснодарнефтегеофизика;2308024537;230801001;Камаз К233ХА93   ;К233ХА93   ;;Нет;01.06.2020 0:00:00;;;0;;;
